SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20110895,2010,2,5,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,SE,22672,2009,y,,NC,,,,172.72,1202.380952,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110896,2010,3,2,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,14734,2009,y,,NC,,,,185.42,1074.761905,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked through ice.
20110897,2010,2,18,MI,WI,BAILEYS HARBOR HICKEY DOCK STOCKING,,45.0627,-87.0961,706,WM3,,BNT,SE,13290,2009,y,,NC,,,,185.42,854.7619048,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked under ice.
20110898,2010,3,24,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,10000,2009,y,,NC,,,,193.04,826.6666667,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked under ice.
20110899,2010,2,6,MI,WI,TWO RIVERS HARBOR (COAST GUARD) - STOCKING,,44.146,-87.5634,1303,WM4,,BNT,SE,14714,2009,y,,NC,,,,177.8,824.2857143,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,8.5/lb. Stocked under broken ice
20110900,2010,2,9,MI,WI,AHNAPEE RIVER ALGOMA HARBOR STOCKING,,44.6082,-87.4327,1004,WM4,,BNT,SE,14973,2009,y,,NC,,,,177.8,819.5238095,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked under slush.
20110901,2010,2,6,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,SE,16094,2009,y,,NC,,,,177.8,818.0952381,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,9.37/lb. Stocked under ice.
20110902,2010,3,4,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,SE,9815,2009,y,,NC,,,,187.96,719.047619,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110903,2010,4,14,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,7295,2009,y,,ARP,,,,205.74,668.0952381,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110904,2010,4,27,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,SE,6527,2009,y,,ARP,,,,215.9,634.2857143,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110905,2010,3,24,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,7560,2009,y,,NC,,,,193.04,623.3333333,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked under ice.
20110906,2010,3,6,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,8000,2009,y,,NC,,,,187.96,566.6666667,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked through ice.
20110907,2010,3,6,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,8000,2009,y,,NC,,,,187.96,566.6666667,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked through ice.
20110908,2010,3,2,MI,WI,NORTHPORT FERRY DOCK - STOCKING,,45.2905,-86.9772,607,WM2,,BNT,SE,7911,2009,y,,NC,,,,185.42,545.2380952,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked through broken ice off of docked Washington Is. ferry.
20110909,2010,2,19,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,SE,4848,2009,y,,NC,,,,175.26,288.5714286,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110910,2010,2,19,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,SE,4840,2009,y,,NC,,,,175.26,288.0952381,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110911,2010,10,13,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,SC,15215,2010,ff,,NC,,,,147.32,569.5238095,6,I21-SC-2010-DOMESTIC-2010-SC-SC-LM-LM---LM,,WIDNR,2,
20110912,2010,10,13,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,SC,5098,2010,ff,,NC,,,,144.78,181.4285714,6,I21-SC-2010-DOMESTIC-2010-SC-SC-LM-LM---LM,,WIDNR,2,Stocked in net pen.
20110913,2010,9,24,MI,WI,TWO RIVERS HARBOR (COAST GUARD) - STOCKING,,44.146,-87.5634,1303,WM4,,BNT,SC,10921,2010,ff,,NC,,,,137.16,328.0952381,3,I21-SC-2010-DOMESTIC-2010-SC-SC-LM-LM---LM,,WIDNR,2,15.8/lb.
20110914,2010,9,24,MI,WI,KEWAUNEE HARBOR BEHIND POLICE STATION,,44.459,-87.4995,1104,WM4,,BNT,SC,10921,2010,ff,,NC,,,,137.16,328.0952381,3,I21-SC-2010-DOMESTIC-2010-SC-SC-LM-LM---LM,,WIDNR,2,15.8/lb.
20110915,2010,5,5,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SC,5038,2009,y,,NC,,,,251.46,951.9047619,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC---SC,,WIDNR,2,"To avoid bird depredation, fish transferred from distribution truck to experimental rigid net pen/pontoon boat. Boat was then towed to 52 foot depth contour by R/V Barney Devine and the fish were released. The fish seemed to fair well and sound quickly."
20110916,2010,5,25,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,SC,11600,2009,y,,NC,,,,185.42,951.9047619,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC-BR--BR,,WIDNR,2,Stocked in Green Bay in the vicinity of Green Is. by USFWS vessel M/V Spencer F. Baird in approx. 60-90 feet of water.
20110917,2010,5,25,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,SC,11895,2009,y,,NC,,,,185.42,871.4285714,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC-BR--BR,,WIDNR,2,Stocked in Green Bay in the vicinity of Green Is. by USFWS vessel M/V Spencer F. Baird in approx. 60-90 feet of water.
20110918,2010,5,25,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,SC,11765,2009,y,,NC,,,,185.42,861.9047619,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC-BR--BR,,WIDNR,2,Stocked in Green Bay in the vicinity of Green Is. by USFWS vessel M/V Spencer F. Baird in approx. 60-90 feet of water.
20110919,2010,6,4,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SC,10007,2009,y,,NC,,,,193.04,850.952381,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC-BR--BR,,WIDNR,2,"Stocked from experimental net pen/pontoon boat in Sturgeon Bay in approx. 50 feet of water. Captain - J.E. Nelson Crew tow boat 1 - D. Rowe, H.R. Hoodie Crew tow boat 2 - T. Schlavensky, K. Royseck"
20110920,2010,5,25,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,SC,7194,2009,y,,NC,,,,185.42,560.952381,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC-BR--BR,,WIDNR,2,Stocked in Green Bay in the vicinity of Green Is. by USFWS vessel M/V Spencer F. Baird in approx. 60-90 feet of water.
20110921,2010,4,30,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,SC,7136,2009,y,,NC,,,,170.18,419.5238095,6,I21-SC-2009-DOMESTIC-2009-SC-SC-SC-SC-BR--BR,,WIDNR,2,
