SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20130894,2012,4,22,MI,WI,OFFSHORE GRID 703 SITE 6,,45.1127,-87.534183,703,WM1,,BNT,WR,2580,2010,y,,NC,,,,216.154,272.155422,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,offshore stocking - one compartment - Menominee R. quota
20130895,2012,4,13,MI,WI,OFFSHORE GRID 703 SITE 5,,45.073033,-87.5527,703,WM1,,BNT,WR,5160,2010,y,,NC,,,,216.154,585.1341573,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,Offshore stocking - two compartments - Menominee R. quota
20130896,2012,4,9,MI,WI,OFFSHORE GRID 703 SITE 6,,45.1127,-87.534183,703,WM1,,BNT,WR,1652,2010,y,,NC,,,,205.74,181.436948,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,offshore stocking - whole pickup tank - Menominee R. quota
20130897,2012,4,8,MI,WI,OFFSHORE GRID 703 SITE 9,,45.046717,-87.4964,703,WM1,,BNT,WR,3840,2010,y,,NC,,,,205.74,418.6657575,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,Offshore stocking - whole truck - Sturgeon Bay quota
20130898,2012,4,7,MI,WI,OFFSHORE GRID 703 SITE 7,,45.059633,-87.52833,703,WM1,,BNT,WR,5020,2010,y,,NC,,,,205.74,547.4859906,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,offshore stocking - whole truck - Sturgeon Bay quota
20130899,2012,4,1,MI,WI,OFFSHORE GRID 703 SITE 8,,45.061717,-87.557433,703,WM1,,BNT,WR,3130,2010,y,,NC,,,,213.36,341.5550546,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,Offshore stocking - whole truck / split quotas - Egg Harbor
20130902,2012,5,16,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,3128,2011,y,,NC,,,,231.14,430.0055668,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20130903,2012,5,14,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,2551,2011,y,,NC,,,,243.84,413.2226491,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VERTERAN'S POINT
20130904,2012,5,14,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,4757,2011,y,,NC,,,,243.84,770.6534366,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VERTERAN'S POINT
20130905,2012,5,23,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,6269,2011,y,,NC,,,,226.06,810.1159728,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20130906,2012,5,25,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,6045,2011,y,,NC,,,,226.06,770.1998443,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20130907,2012,10,17,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,10140,2011,ff,,NC,,,,185.42,707.6040972,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-BR--BR,,WIDNR,2,NET PENS
20130908,2012,10,17,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,10686,2011,ff,,NC,,,,185.42,745.7058563,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-BR--BR,,WIDNR,2,NET PENS
20130922,2012,2,13,MI,WI,RIVERFRONT RAMP,,43.0252,-87.904,1901,WM5,,BNT,SE,8948,2011,y,,NC,,,,177.8,620.0607698,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,RIVERFRONT
20130923,2012,3,2,MI,WI,MCKINLEY MARINA@UWM SAILING CLUB-NET PEN STOCKING SITE,,43.0465,-87.8847,1901,WM5,,BNT,SE,8188,2011,y,,NC,,,,175.26,674.4918542,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,Fish were not staying down looked good on the truck acting more like erwins than seeforellens.
20130924,2012,3,15,MI,WI,MCKINLEY MARINA@UWM SAILING CLUB-NET PEN STOCKING SITE,,43.0465,-87.8847,1901,WM5,,BNT,SE,9884,2011,y,,NC,,,,175.26,815.1054889,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 21. 5.5/lb.
20130925,2012,3,24,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,48674,2012,sf,,NC,,,,58.42,204.1165665,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR---WR,,WIDNR,2,STOCKED OFF VETERANS POINT
20130935,2012,5,18,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,WR,1139,2011,y,,NC,,,,231.14,161.4788837,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,SURPLUS WR BRT FROM BRULE
20130938,2012,3,10,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,WR,6429,2010,y,,NC,,,,203.2,600.1027055,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20130939,2012,3,8,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,WR,11898,2010,y,,NC,,,,203.2,1168.000353,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20130944,2012,1,3,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,SE,22022,2011,y,,NC,,,,172.72,1257.35805,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,
20130945,2012,5,7,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,5980,2011,y,,NC,,,,231.14,821.9093744,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20130946,2012,4,14,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,6686,2011,y,,NC,,,,220.98,809.6623805,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20130947,2012,4,17,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,6653,2011,y,,NC,,,,220.98,815.5590813,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20130948,2012,5,6,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,5660,2011,y,,NC,,,,231.14,777.9109146,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20130957,2012,3,6,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,16231,2011,y,,ADDORV,,,,180.34,1308.613987,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,
20130958,2012,3,15,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,13428,2011,y,,ADDORV,,,,172.72,1138.063256,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,very poor fright response were not dispersing from the stocking sight
20130965,2012,3,28,MI,WI,SHEBOYGAN HARBOR,,43.766,-87.699,1502,WM5,,BNT,WR,6823,2010,y,,NC,,,,203.2,636.8436875,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,some gulls harrassed them
20130966,2012,3,16,MI,WI,SHEBOYGAN HARBOR,,43.766,-87.699,1502,WM5,,BNT,WR,11508,2010,y,,NC,,,,203.2,1056.870222,6,I21-WR-2010-DOMESTIC-2010-WR-WR-WR-WR-TR--TR,,WIDNR,2,some gulls harrassed them
20130967,2012,9,16,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,10641,2011,ff,,NC,,,,177.8,681.7493321,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-TR--TR,,WIDNR,2,7.08/lb.
20130968,2012,9,9,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,10268,2011,ff,,NC,,,,185.42,763.3959587,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-TR--TR,,WIDNR,2,6.1/lb.
20130973,2012,2,11,MI,WI,SHEBOYGAN RIVER (HARBOR RAMP) - STOCKING,,43.7496,-87.7029,1502,WM5,,BNT,SE,22059,2011,y,,NC,,,,175.26,1292.284662,6,I21-SF-2011-FERAL-2011-MI-WR-WR-WR---WR,,WIDNR,2,546 fish 7.8/lb 70lbs with adrv clip
